date,tournament,player_1,player_2,elo_1,elo_2,odds_1,odds_2,imp_prob_1,imp_prob_2,est_prob_1,est_prob_2,value_diff_1,value_diff_2,bet_type
2025-02-26,Chile Open,Coria F.,Barrios M.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-02-26,Chile Open,Comesana F.,Meligeni Alves F.,1500,1500,1.73,2.1,0.578,0.476,0.5,0.5,-0.078,0.024,none
2025-02-26,Chile Open,Djere L.,Martinez P.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Martinez P.
2025-02-26,Chile Open,Faria J.,Heide G.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-02-26,Chile Open,Cerundolo F.,Hanfmann Y.,1500,1500,1.33,3.4,0.752,0.294,0.5,0.5,-0.252,0.206,value_Hanfmann Y.
2025-02-26,Chile Open,Etcheverry T.,Garin C.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Garin C.
2025-02-27,Chile Open,Dzumhur D.,Navone M.,1500,1500,4.5,1.2,0.222,0.833,0.5,0.5,0.278,-0.333,value_Dzumhur D.
2025-02-27,Chile Open,Baez S.,Comesana F.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Comesana F.
2025-02-27,Chile Open,Ugo Carabelli C.,Monteiro T.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-02-27,Chile Open,Coria F.,Tabilo A.,1500,1500,2.38,1.57,0.42,0.637,0.5,0.5,0.08,-0.137,none
2025-02-28,Chile Open,Djere L.,Faria J.,1500,1500,1.3,3.5,0.769,0.286,0.5,0.5,-0.269,0.214,value_Faria J.
2025-02-28,Chile Open,Cerundolo F.,Etcheverry T.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-02-28,Chile Open,Ugo Carabelli C.,Coria F.,1500,1500,1.67,2.2,0.599,0.455,0.5,0.5,-0.099,0.045,none
2025-03-01,Chile Open,Baez S.,Dzumhur D.,1500,1500,1.25,4.0,0.8,0.25,0.5,0.5,-0.3,0.25,value_Dzumhur D.
2025-03-01,Chile Open,Djere L.,Cerundolo F.,1500,1500,2.3,1.62,0.435,0.617,0.5,0.5,0.065,-0.117,none
2025-03-01,Chile Open,Baez S.,Ugo Carabelli C.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Ugo Carabelli C.
2025-03-02,Chile Open,Djere L.,Baez S.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-05,BNP Paribas Open,Nishikori K.,Munar J.,1500,1500,1.8,2.0,0.556,0.5,0.5,0.5,-0.056,0.0,none
2025-03-05,BNP Paribas Open,Boyer T.,Vukic A.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-03-05,BNP Paribas Open,Seyboth Wild T.,Muller A.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-05,BNP Paribas Open,O Connell C.,Carballes Baena R.,1500,1500,1.67,2.2,0.599,0.455,0.5,0.5,-0.099,0.045,none
2025-03-05,BNP Paribas Open,Griekspoor T.,Kecmanovic M.,1500,1500,2.1,1.73,0.476,0.578,0.5,0.5,0.024,-0.078,none
2025-03-05,BNP Paribas Open,Bu Y.,Basavareddy N.,1500,1500,2.75,1.44,0.364,0.694,0.5,0.5,0.136,-0.194,value_Bu Y.
2025-03-05,BNP Paribas Open,Marozsan F.,Martinez P.,1500,1500,1.41,2.75,0.709,0.364,0.5,0.5,-0.209,0.136,value_Martinez P.
2025-03-05,BNP Paribas Open,Smith C.,Cobolli F.,1500,1500,2.2,1.63,0.455,0.613,0.5,0.5,0.045,-0.113,none
2025-03-05,BNP Paribas Open,Dzumhur D.,Bautista Agut R.,1500,1500,2.37,1.54,0.422,0.649,0.5,0.5,0.078,-0.149,none
2025-03-05,BNP Paribas Open,Safiullin R.,Opelka R.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-03-06,BNP Paribas Open,Giron M.,Basilashvili N.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Basilashvili N.
2025-03-06,BNP Paribas Open,Bergs Z.,Quinn E.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-06,BNP Paribas Open,Moutet C.,Thompson J.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-06,BNP Paribas Open,Norrie C.,Nardi L.,1500,1500,1.53,2.5,0.654,0.4,0.5,0.5,-0.154,0.1,none
2025-03-06,BNP Paribas Open,Watanuki Y.,Bublik A.,1500,1500,2.3,1.62,0.435,0.617,0.5,0.5,0.065,-0.117,none
2025-03-06,BNP Paribas Open,Hijikata R.,Shevchenko A.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-06,BNP Paribas Open,Fonseca J.,Fearnley J.,1500,1500,1.29,3.75,0.775,0.267,0.5,0.5,-0.275,0.233,value_Fearnley J.
2025-03-06,BNP Paribas Open,Brooksby J.,Bonzi B.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-06,BNP Paribas Open,Mensik J.,Etcheverry T.,1500,1500,1.5,2.63,0.667,0.38,0.5,0.5,-0.167,0.12,value_Etcheverry T.
2025-03-06,BNP Paribas Open,McDonald M.,Davidovich Fokina A.,1500,1500,2.75,1.44,0.364,0.694,0.5,0.5,0.136,-0.194,value_McDonald M.
2025-03-06,BNP Paribas Open,Diallo G.,Zhang Zh.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-06,BNP Paribas Open,Gigante M.,Baez S.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-03-06,BNP Paribas Open,Arnaldi M.,Kovacevic A.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Kovacevic A.
2025-03-06,BNP Paribas Open,Monfils G.,Struff J.L.,1500,1500,1.62,2.3,0.617,0.435,0.5,0.5,-0.117,0.065,none
2025-03-07,BNP Paribas Open,Gaston H.,Darderi L.,1500,1500,1.53,2.5,0.654,0.4,0.5,0.5,-0.154,0.1,none
2025-03-07,BNP Paribas Open,Borges N.,Rinderknech A.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Rinderknech A.
2025-03-07,BNP Paribas Open,Goffin D.,Sonego L.,1500,1500,2.1,1.73,0.476,0.578,0.5,0.5,0.024,-0.078,none
2025-03-07,BNP Paribas Open,Walton A.,Zeppieri G.,1500,1500,1.62,2.3,0.617,0.435,0.5,0.5,-0.117,0.065,none
2025-03-07,BNP Paribas Open,Van De Zandschulp B.,Kyrgios N.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Kyrgios N.
2025-03-07,BNP Paribas Open,Lajovic D.,Tu L.,1500,1500,1.8,2.0,0.556,0.5,0.5,0.5,-0.056,0.0,none
2025-03-07,BNP Paribas Open,Halys Q.,Carreno Busta P.,1500,1500,2.3,1.62,0.435,0.617,0.5,0.5,0.065,-0.117,none
2025-03-07,BNP Paribas Open,Navone M.,Tien L.,1500,1500,3.5,1.3,0.286,0.769,0.5,0.5,0.214,-0.269,value_Navone M.
2025-03-07,BNP Paribas Open,Humbert U.,Nishikori K.,1500,1500,1.3,3.5,0.769,0.286,0.5,0.5,-0.269,0.214,value_Nishikori K.
2025-03-07,BNP Paribas Open,Griekspoor T.,Zverev A.,1500,1500,4.0,1.25,0.25,0.8,0.5,0.5,0.25,-0.3,value_Griekspoor T.
2025-03-07,BNP Paribas Open,Paul T.,Boyer T.,1500,1500,1.08,8.0,0.926,0.125,0.5,0.5,-0.426,0.375,value_Boyer T.
2025-03-07,BNP Paribas Open,Mpetshi G.,Marozsan F.,1500,1500,2.1,1.73,0.476,0.578,0.5,0.5,0.024,-0.078,none
2025-03-07,BNP Paribas Open,Popyrin A.,Bergs Z.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-07,BNP Paribas Open,Norrie C.,Lehecka J.,1500,1500,2.5,1.53,0.4,0.654,0.5,0.5,0.1,-0.154,none
2025-03-07,BNP Paribas Open,Giron M.,Ruud C.,1500,1500,2.38,1.57,0.42,0.637,0.5,0.5,0.08,-0.137,none
2025-03-07,BNP Paribas Open,Berrettini M.,O Connell C.,1500,1500,1.2,4.5,0.833,0.222,0.5,0.5,-0.333,0.278,value_O Connell C.
2025-03-07,BNP Paribas Open,Musetti L.,Safiullin R.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-07,BNP Paribas Open,Michelsen A.,Smith C.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Smith C.
2025-03-08,BNP Paribas Open,Rune H.,Moutet C.,1500,1500,1.36,3.2,0.735,0.312,0.5,0.5,-0.235,0.188,value_Moutet C.
2025-03-08,BNP Paribas Open,Tsitsipas S.,Seyboth Wild T.,1500,1500,1.25,4.0,0.8,0.25,0.5,0.5,-0.3,0.25,value_Seyboth Wild T.
2025-03-08,BNP Paribas Open,Fils A.,Diallo G.,1500,1500,1.62,2.3,0.617,0.435,0.5,0.5,-0.117,0.065,none
2025-03-08,BNP Paribas Open,Medvedev D.,Bu Y.,1500,1500,1.22,4.33,0.82,0.231,0.5,0.5,-0.32,0.269,value_Bu Y.
2025-03-08,BNP Paribas Open,Watanuki Y.,Machac T.,1500,1500,4.0,1.25,0.25,0.8,0.5,0.5,0.25,-0.3,value_Watanuki Y.
2025-03-08,BNP Paribas Open,Tiafoe F.,Dzumhur D.,1500,1500,1.29,3.75,0.775,0.267,0.5,0.5,-0.275,0.233,value_Dzumhur D.
2025-03-08,BNP Paribas Open,Fritz T.,Gigante M.,1500,1500,1.08,8.0,0.926,0.125,0.5,0.5,-0.426,0.375,value_Gigante M.
2025-03-08,BNP Paribas Open,Brooksby J.,Auger-Aliassime F.,1500,1500,3.75,1.29,0.267,0.775,0.5,0.5,0.233,-0.275,value_Brooksby J.
2025-03-08,BNP Paribas Open,Tabilo A.,Lajovic D.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-03-08,BNP Paribas Open,Draper J.,Fonseca J.,1500,1500,1.53,2.5,0.654,0.4,0.5,0.5,-0.154,0.1,none
2025-03-08,BNP Paribas Open,Arnaldi M.,Rublev A.,1500,1500,3.0,1.4,0.333,0.714,0.5,0.5,0.167,-0.214,value_Arnaldi M.
2025-03-08,BNP Paribas Open,Shapovalov D.,Walton A.,1500,1500,1.25,4.0,0.8,0.25,0.5,0.5,-0.3,0.25,value_Walton A.
2025-03-08,BNP Paribas Open,Cerundolo F.,McDonald M.,1500,1500,1.8,2.0,0.556,0.5,0.5,0.5,-0.056,0.0,none
2025-03-08,BNP Paribas Open,Alcaraz C.,Halys Q.,1500,1500,1.08,8.0,0.926,0.125,0.5,0.5,-0.426,0.375,value_Halys Q.
2025-03-08,BNP Paribas Open,Van De Zandschulp B.,Djokovic N.,1500,1500,7.0,1.1,0.143,0.909,0.5,0.5,0.357,-0.409,value_Van De Zandschulp B.
2025-03-08,BNP Paribas Open,Hurkacz H.,Gaston H.,1500,1500,1.22,4.33,0.82,0.231,0.5,0.5,-0.32,0.269,value_Gaston H.
2025-03-08,BNP Paribas Open,Nakashima B.,Hijikata R.,1500,1500,1.22,4.33,0.82,0.231,0.5,0.5,-0.32,0.269,value_Hijikata R.
2025-03-09,BNP Paribas Open,Khachanov K.,Mensik J.,1500,1500,1.69,2.1,0.592,0.476,0.5,0.5,-0.092,0.024,none
2025-03-09,BNP Paribas Open,Dimitrov G.,Borges N.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-09,BNP Paribas Open,Shelton B.,Navone M.,1500,1500,1.3,3.5,0.769,0.286,0.5,0.5,-0.269,0.214,value_Navone M.
2025-03-09,BNP Paribas Open,De Minaur A.,Goffin D.,1500,1500,1.14,5.5,0.877,0.182,0.5,0.5,-0.377,0.318,value_Goffin D.
2025-03-09,BNP Paribas Open,Monfils G.,Korda S.,1500,1500,1.67,2.2,0.599,0.455,0.5,0.5,-0.099,0.045,none
2025-03-09,BNP Paribas Open,Paul T.,Norrie C.,1500,1500,1.3,3.5,0.769,0.286,0.5,0.5,-0.269,0.214,value_Norrie C.
2025-03-09,BNP Paribas Open,Griekspoor T.,Mpetshi G.,1500,1500,1.62,2.3,0.617,0.435,0.5,0.5,-0.117,0.065,none
2025-03-09,BNP Paribas Open,Giron M.,Popyrin A.,1500,1500,1.73,2.1,0.578,0.476,0.5,0.5,-0.078,0.024,none
2025-03-09,BNP Paribas Open,Tsitsipas S.,Berrettini M.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-09,BNP Paribas Open,Medvedev D.,Michelsen A.,1500,1500,1.33,3.4,0.752,0.294,0.5,0.5,-0.252,0.206,value_Michelsen A.
2025-03-09,BNP Paribas Open,Rune H.,Humbert U.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-03-10,BNP Paribas Open,Fils A.,Musetti L.,1500,1500,1.73,2.1,0.578,0.476,0.5,0.5,-0.078,0.024,none
2025-03-10,BNP Paribas Open,Watanuki Y.,Tiafoe F.,1500,1500,3.2,1.36,0.312,0.735,0.5,0.5,0.188,-0.235,value_Watanuki Y.
2025-03-10,BNP Paribas Open,Cerundolo F.,Van De Zandschulp B.,1500,1500,1.63,2.2,0.613,0.455,0.5,0.5,-0.113,0.045,none
2025-03-10,BNP Paribas Open,Draper J.,Brooksby J.,1500,1500,1.17,4.5,0.855,0.222,0.5,0.5,-0.355,0.278,value_Brooksby J.
2025-03-10,BNP Paribas Open,De Minaur A.,Hurkacz H.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Hurkacz H.
2025-03-10,BNP Paribas Open,Fritz T.,Tabilo A.,1500,1500,1.13,6.0,0.885,0.167,0.5,0.5,-0.385,0.333,value_Tabilo A.
2025-03-10,BNP Paribas Open,Nakashima B.,Arnaldi M.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-03-10,BNP Paribas Open,Shelton B.,Khachanov K.,1500,1500,1.67,2.2,0.599,0.455,0.5,0.5,-0.099,0.045,none
2025-03-11,BNP Paribas Open,Alcaraz C.,Shapovalov D.,1500,1500,1.14,5.5,0.877,0.182,0.5,0.5,-0.377,0.318,value_Shapovalov D.
2025-03-11,BNP Paribas Open,Dimitrov G.,Monfils G.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-11,BNP Paribas Open,Griekspoor T.,Watanuki Y.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Watanuki Y.
2025-03-11,BNP Paribas Open,Rune H.,Tsitsipas S.,1500,1500,2.3,1.62,0.435,0.617,0.5,0.5,0.065,-0.117,none
2025-03-11,BNP Paribas Open,Fils A.,Giron M.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-12,BNP Paribas Open,Medvedev D.,Paul T.,1500,1500,1.73,2.1,0.578,0.476,0.5,0.5,-0.078,0.024,none
2025-03-12,BNP Paribas Open,Shelton B.,Nakashima B.,1500,1500,1.53,2.5,0.654,0.4,0.5,0.5,-0.154,0.1,none
2025-03-12,BNP Paribas Open,Cerundolo F.,De Minaur A.,1500,1500,3.75,1.29,0.267,0.775,0.5,0.5,0.233,-0.275,value_Cerundolo F.
2025-03-12,BNP Paribas Open,Draper J.,Fritz T.,1500,1500,1.69,2.1,0.592,0.476,0.5,0.5,-0.092,0.024,none
2025-03-13,BNP Paribas Open,Alcaraz C.,Dimitrov G.,1500,1500,1.1,7.0,0.909,0.143,0.5,0.5,-0.409,0.357,value_Dimitrov G.
2025-03-13,BNP Paribas Open,Rune H.,Griekspoor T.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-13,BNP Paribas Open,Medvedev D.,Fils A.,1500,1500,1.36,3.2,0.735,0.312,0.5,0.5,-0.235,0.188,value_Fils A.
2025-03-14,BNP Paribas Open,Draper J.,Shelton B.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Shelton B.
2025-03-14,BNP Paribas Open,Alcaraz C.,Cerundolo F.,1500,1500,1.06,10.0,0.943,0.1,0.5,0.5,-0.443,0.4,value_Cerundolo F.
2025-03-15,BNP Paribas Open,Rune H.,Medvedev D.,1500,1500,2.5,1.53,0.4,0.654,0.5,0.5,0.1,-0.154,none
2025-03-15,BNP Paribas Open,Draper J.,Alcaraz C.,1500,1500,3.5,1.3,0.286,0.769,0.5,0.5,0.214,-0.269,value_Draper J.
2025-03-16,BNP Paribas Open,Draper J.,Rune H.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-19,Miami Open,Goffin D.,Vukic A.,1500,1500,1.62,2.3,0.617,0.435,0.5,0.5,-0.117,0.065,none
2025-03-19,Miami Open,Bublik A.,Baez S.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Baez S.
2025-03-19,Miami Open,Hijikata R.,Medjedovic H.,1500,1500,3.0,1.4,0.333,0.714,0.5,0.5,0.167,-0.214,value_Hijikata R.
2025-03-19,Miami Open,Schoolkate T.,Quinn E.,1500,1500,2.38,1.57,0.42,0.637,0.5,0.5,0.08,-0.137,none
2025-03-19,Miami Open,Monfils G.,Marozsan F.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Marozsan F.
2025-03-19,Miami Open,Cina F.,Comesana F.,1500,1500,3.0,1.4,0.333,0.714,0.5,0.5,0.167,-0.214,value_Cina F.
2025-03-19,Miami Open,Tseng C.H.,Bellucci M.,1500,1500,2.75,1.44,0.364,0.694,0.5,0.5,0.136,-0.194,value_Tseng C.H.
2025-03-19,Miami Open,Ugo Carabelli C.,Holt B.,1500,1500,2.38,1.57,0.42,0.637,0.5,0.5,0.08,-0.137,none
2025-03-19,Miami Open,Kyrgios N.,McDonald M.,1500,1500,3.0,1.4,0.333,0.714,0.5,0.5,0.167,-0.214,value_Kyrgios N.
2025-03-19,Miami Open,Moutet C.,Blockx A.,1500,1500,1.62,2.3,0.617,0.435,0.5,0.5,-0.117,0.065,none
2025-03-19,Miami Open,Carballes Baena R.,O Connell C.,1500,1500,2.5,1.53,0.4,0.654,0.5,0.5,0.1,-0.154,none
2025-03-19,Miami Open,Kecmanovic M.,Kovacevic A.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-19,Miami Open,Muller A.,Sakamoto R.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Sakamoto R.
2025-03-19,Miami Open,Munar J.,Rinderknech A.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-20,Miami Open,Spizzirri E.,Harris B.,1500,1500,1.62,2.3,0.617,0.435,0.5,0.5,-0.117,0.065,none
2025-03-20,Miami Open,Halys Q.,Seyboth Wild T.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-20,Miami Open,Bergs Z.,Borges N.,1500,1500,2.0,1.8,0.5,0.556,0.5,0.5,0.0,-0.056,none
2025-03-20,Miami Open,Fearnley J.,Bonzi B.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Bonzi B.
2025-03-20,Miami Open,Tirante T.A.,Cobolli F.,1500,1500,2.3,1.62,0.435,0.617,0.5,0.5,0.065,-0.117,none
2025-03-20,Miami Open,Opelka R.,Eubanks C.,1500,1500,1.53,2.5,0.654,0.4,0.5,0.5,-0.154,0.1,none
2025-03-20,Miami Open,Gaston H.,Nishioka Y.,1500,1500,2.3,1.62,0.435,0.617,0.5,0.5,0.065,-0.117,none
2025-03-20,Miami Open,Wong C.,Altmaier D.,1500,1500,3.2,1.36,0.312,0.735,0.5,0.5,0.188,-0.235,value_Wong C.
2025-03-20,Miami Open,Darderi L.,Martinez P.,1500,1500,2.38,1.57,0.42,0.637,0.5,0.5,0.08,-0.137,none
2025-03-20,Miami Open,Bu Y.,Norrie C.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-20,Miami Open,Thompson J.,Giron M.,1500,1500,2.5,1.53,0.4,0.654,0.5,0.5,0.1,-0.154,none
2025-03-20,Miami Open,Davidovich Fokina A.,Struff J.L.,1500,1500,1.5,2.5,0.667,0.4,0.5,0.5,-0.167,0.1,none
2025-03-20,Miami Open,Diallo G.,Etcheverry T.,1500,1500,2.0,1.77,0.5,0.565,0.5,0.5,0.0,-0.065,none
2025-03-20,Miami Open,Sonego L.,Navone M.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Navone M.
2025-03-20,Miami Open,Safiullin R.,Brooksby J.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-20,Miami Open,Arnaldi M.,Wu Y.,1500,1500,1.25,4.0,0.8,0.25,0.5,0.5,-0.3,0.25,value_Wu Y.
2025-03-20,Miami Open,Fonseca J.,Tien L.,1500,1500,1.33,3.4,0.752,0.294,0.5,0.5,-0.252,0.206,value_Tien L.
2025-03-20,Miami Open,Mensik J.,Bautista Agut R.,1500,1500,1.4,3.0,0.714,0.333,0.5,0.5,-0.214,0.167,value_Bautista Agut R.
2025-03-21,Miami Open,Auger-Aliassime F.,Schoolkate T.,1500,1500,1.25,4.0,0.8,0.25,0.5,0.5,-0.3,0.25,value_Schoolkate T.
2025-03-21,Miami Open,Dimitrov G.,Cina F.,1500,1500,1.08,8.0,0.926,0.125,0.5,0.5,-0.426,0.375,value_Cina F.
2025-03-21,Miami Open,Ruud C.,Kecmanovic M.,1500,1500,1.67,2.2,0.599,0.455,0.5,0.5,-0.099,0.045,none
2025-03-21,Miami Open,Musetti L.,Halys Q.,1500,1500,1.57,2.38,0.637,0.42,0.5,0.5,-0.137,0.08,none
2025-03-21,Miami Open,Khachanov K.,Kyrgios N.,1500,1500,1.36,3.2,0.735,0.312,0.5,0.5,-0.235,0.188,value_Kyrgios N.
2025-03-21,Miami Open,Ugo Carabelli C.,Michelsen A.,1500,1500,4.33,1.22,0.231,0.82,0.5,0.5,0.269,-0.32,value_Ugo Carabelli C.
2025-03-21,Miami Open,Munar J.,Medvedev D.,1500,1500,5.0,1.17,0.2,0.855,0.5,0.5,0.3,-0.355,value_Munar J.
2025-03-21,Miami Open,Tsitsipas S.,Tseng C.H.,1500,1500,1.1,7.0,0.909,0.143,0.5,0.5,-0.409,0.357,value_Tseng C.H.
2025-03-21,Miami Open,Monfils G.,Lehecka J.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-21,Miami Open,Djokovic N.,Hijikata R.,1500,1500,1.08,8.0,0.926,0.125,0.5,0.5,-0.426,0.375,value_Hijikata R.
2025-03-21,Miami Open,Tabilo A.,Moutet C.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-21,Miami Open,Nakashima B.,Carballes Baena R.,1500,1500,1.3,3.5,0.769,0.286,0.5,0.5,-0.269,0.214,value_Carballes Baena R.
2025-03-21,Miami Open,Korda S.,Spizzirri E.,1500,1500,1.33,3.4,0.752,0.294,0.5,0.5,-0.252,0.206,value_Spizzirri E.
2025-03-21,Miami Open,Paul T.,Bublik A.,1500,1500,1.29,3.75,0.775,0.267,0.5,0.5,-0.275,0.233,value_Bublik A.
2025-03-22,Miami Open,Cerundolo F.,Muller A.,1500,1500,1.53,2.5,0.654,0.4,0.5,0.5,-0.154,0.1,none
2025-03-22,Miami Open,Goffin D.,Alcaraz C.,1500,1500,15.0,1.03,0.067,0.971,0.5,0.5,0.433,-0.471,value_Goffin D.
2025-03-22,Miami Open,Walton A.,Darderi L.,1500,1500,1.53,2.5,0.654,0.4,0.5,0.5,-0.154,0.1,none
2025-03-22,Miami Open,Wong C.,Shelton B.,1500,1500,7.0,1.1,0.143,0.909,0.5,0.5,0.357,-0.409,value_Wong C.
2025-03-22,Miami Open,Zverev A.,Fearnley J.,1500,1500,1.17,5.0,0.855,0.2,0.5,0.5,-0.355,0.3,value_Fearnley J.
2025-03-22,Miami Open,Fritz T.,Sonego L.,1500,1500,1.14,5.5,0.877,0.182,0.5,0.5,-0.377,0.318,value_Sonego L.
2025-03-22,Miami Open,Machac T.,Arnaldi M.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Arnaldi M.
2025-03-22,Miami Open,Thompson J.,Mpetshi G.,1500,1500,1.91,1.91,0.524,0.524,0.5,0.5,-0.024,-0.024,none
2025-03-22,Miami Open,Shapovalov D.,Tirante T.A.,1500,1500,1.2,4.5,0.833,0.222,0.5,0.5,-0.333,0.278,value_Tirante T.A.
2025-03-22,Miami Open,Mensik J.,Draper J.,1500,1500,4.0,1.25,0.25,0.8,0.5,0.5,0.25,-0.3,value_Mensik J.
2025-03-22,Miami Open,Safiullin R.,Popyrin A.,1500,1500,2.1,1.73,0.476,0.578,0.5,0.5,0.024,-0.078,none
2025-03-22,Miami Open,Opelka R.,Rune H.,1500,1500,3.0,1.4,0.333,0.714,0.5,0.5,0.167,-0.214,value_Opelka R.
2025-03-22,Miami Open,Fonseca J.,Humbert U.,1500,1500,2.2,1.67,0.455,0.599,0.5,0.5,0.045,-0.099,none
2025-03-22,Miami Open,Bergs Z.,Rublev A.,1500,1500,3.5,1.3,0.286,0.769,0.5,0.5,0.214,-0.269,value_Bergs Z.
2025-03-22,Miami Open,Berrettini M.,Gaston H.,1500,1500,1.13,6.0,0.885,0.167,0.5,0.5,-0.385,0.333,value_Gaston H.
2025-03-22,Miami Open,Tiafoe F.,Davidovich Fokina A.,1500,1500,2.1,1.73,0.476,0.578,0.5,0.5,0.024,-0.078,none
2025-03-23,Miami Open,De Minaur A.,Bu Y.,1500,1500,1.17,5.0,0.855,0.2,0.5,0.5,-0.355,0.3,value_Bu Y.
2025-03-23,Miami Open,Fils A.,Diallo G.,1500,1500,1.5,2.63,0.667,0.38,0.5,0.5,-0.167,0.12,value_Diallo G.
2025-03-23,Miami Open,Dimitrov G.,Khachanov K.,1500,1500,1.73,2.1,0.578,0.476,0.5,0.5,-0.078,0.024,none
2025-03-23,Miami Open,Musetti L.,Auger-Aliassime F.,1500,1500,2.5,1.53,0.4,0.654,0.5,0.5,0.1,-0.154,none
2025-03-23,Miami Open,Korda S.,Tsitsipas S.,1500,1500,2.3,1.62,0.435,0.617,0.5,0.5,0.065,-0.117,none
2025-03-23,Miami Open,Nakashima B.,Goffin D.,1500,1500,1.44,2.75,0.694,0.364,0.5,0.5,-0.194,0.136,value_Goffin D.
2025-03-23,Miami Open,Djokovic N.,Ugo Carabelli C.,1500,1500,1.05,11.0,0.952,0.091,0.5,0.5,-0.452,0.409,value_Ugo Carabelli C.
2025-03-23,Miami Open,Monfils G.,Munar J.,1500,1500,1.5,2.63,0.667,0.38,0.5,0.5,-0.167,0.12,value_Munar J.
2025-03-24,Miami Open,Ruud C.,Tabilo A.,1500,1500,1.33,3.4,0.752,0.294,0.5,0.5,-0.252,0.206,value_Tabilo A.
